rc_id;rl_id;ss_id;rc_orderby;ss_name
7036508;70365;1312;8;пр.Кирова
7036509;70365;1410;9;Станция 6 А
7036510;70365;1325;10;Барбошина поляна
7036511;70365;1354;11;ТЦ Пирамида
7036512;70365;1353;12;ул.Аминева
7036513;70365;1342;13;ул.Солнечная
7036514;70365;1417;14;Московское шоссе
7036515;70365;566;15;ул.Фадеева
7036516;70365;84;16;ул.Стара-Загора
7036517;70365;85;17;пр.Карла Маркса
7036518;70365;86;18;ул.Нагорная
7036519;70365;87;19;ул.Ставропольская
7036520;70365;88;20;Школа
7036521;70365;89;21;ул.XXII Партсъезда
7036522;70365;90;22;ул.Вольская
7036523;70365;91;23;Станция метро Победа
7036524;70365;92;24;ул.Красных Коммунаров
7036525;70365;93;25;Заводское шоссе
7036526;70365;94;26;Госбанк
7036527;70365;95;27;ул.Кабельная
7036528;70365;96;28;ОАО Моторостроитель
7036529;70365;97;29;Авиагородок
7036530;70365;99;30;Юнгородок
7036601;70366;99;1;Юнгородок
7036602;70366;100;2;Авиагородок
7036603;70366;101;3;ОАО Моторостроитель
7036604;70366;102;4;ул.Кабельная
7036605;70366;103;5;Госбанк
7036606;70366;104;6;Заводское шоссе
7036607;70366;105;7;ул.Красных Коммунаров
7036608;70366;106;8;Станция метро Победа
7036609;70366;107;9;ул.Вольская
7036610;70366;108;10;ул.Ставропольская
7036611;70366;109;11;Школа
7036612;70366;110;12;ул.Ставропольская (ул.Ново-Вокзальная)
7036613;70366;111;13;ул.Нагорная
7036614;70366;112;14;пр.Карла Маркса
7036615;70366;113;15;ул.Стара-Загора
7036616;70366;567;16;ул.Фадеева
7036617;70366;1416;17;Московское шоссе
7036618;70366;1341;18;ул.Солнечная
7036619;70366;1344;19;ул.Аминева
7036620;70366;1345;20;ТЦ Пирамида
7036621;70366;1326;21;Барбошина поляна
7036622;70366;1409;22;Станция 6 Б
7036623;70366;1413;23;Станция 6 отпр
7036624;70366;1311;24;пр.Кирова
7036625;70366;1310;25;ул.Георгия Димитрова
7036626;70366;1309;26;ул.Демократическая
7036627;70366;1181;27;ул.Ташкентская
7036628;70366;1183;28;ул.Силина
7036629;70366;1185;29;Московское шоссе
7036630;70366;1850;30;Стадион
7046501;70465;81;1;Северное трамвайное депо
7046502;70465;82;2;10-й микрорайон
7046503;70465;83;3;ул.Ново-Вокзальная
7046504;70465;84;4;ул.Стара-Загора
7046505;70465;85;5;пр.Карла Маркса
7046506;70465;86;6;ул.Нагорная
7046507;70465;87;7;ул.Ставропольская
7046508;70465;88;8;Школа
7046509;70465;89;9;ул.XXII Партсъезда
7046510;70465;90;10;ул.Вольская
7046511;70465;91;11;Станция метро Победа
7046512;70465;92;12;ул.Красных Коммунаров
7046513;70465;93;13;Заводское шоссе
7046514;70465;94;14;Госбанк
7046515;70465;95;15;ул.Кабельная
7046516;70465;96;16;ОАО Моторостроитель
7046517;70465;97;17;Авиагородок
7046518;70465;99;18;Юнгородок
7046601;70466;99;1;Юнгородок
7046602;70466;100;2;Авиагородок
7046603;70466;101;3;ОАО Моторостроитель
7046604;70466;102;4;ул.Кабельная
7046605;70466;103;5;Госбанк
7046606;70466;104;6;Заводское шоссе
7046607;70466;105;7;ул.Красных Коммунаров
7046608;70466;106;8;Станция метро Победа
7046609;70466;107;9;ул.Вольская
7046610;70466;108;10;ул.Ставропольская
7046611;70466;109;11;Школа
7046612;70466;110;12;ул.Ставропольская (ул.Ново-Вокзальная)
7046613;70466;111;13;ул.Нагорная
7046614;70466;112;14;пр.Карла Маркса
7046615;70466;113;15;ул.Стара-Загора
7046616;70466;114;16;ул.Фадеева
7046617;70466;115;17;10-й микрорайон
7046618;70466;116;18;Северное трамвайное депо
7046619;70466;81;19;Северное трамвайное депо
7086501;70865;40;1;Железнодорожный вокзал
7086502;70865;551;2;Железнодорожный вокзал
7086503;70865;549;3;Крымская площадь
7086504;70865;1076;4;ул.Пензенская
7086505;70865;1358;5;ул.Владимирская
7086506;70865;1072;6;ул.Дачная
7086507;70865;420;7;ул.Тухачевского
7086508;70865;418;8;Клиники Медуниверситета
7086509;70865;436;9;Станция метро Гагаринская
7086510;70865;737;10;ул.Революционная
7086511;70865;770;11;ул.Авроры
7086512;70865;768;12;Станция метро Спортивная
7086513;70865;766;13;ул.Карбышева
7086514;70865;764;14;ул.Советской Армии
7086515;70865;762;15;Станция метро Советская
7086516;70865;760;16;ул.Победы
7086517;70865;654;17;Станция метро Победа
7086518;70865;576;18;ул.Средне-Садовая
7086519;70865;574;19;ул.Александра Матросова
7086520;70865;655;20;Станция метро Безымянка
7086521;70865;656;21;Дом Дружбы Народов
7086522;70865;2032;22;ул.Воронежская
7086523;70865;658;23;Площадь им.Кирова
7086524;70865;659;24;ул.Юбилейная
7086525;70865;661;25;Хлебозавод
7086526;70865;663;26;Железнодорожный музей
7086527;70865;665;27;Магазин
7086528;70865;1461;28;ул.Магистральная
7086529;70865;669;29;Развилка
7086530;70865;671;30;ул.Офицерская
7086531;70865;673;31;ул.Краснопресненская
7086532;70865;675;32;ул.Транзитная
7086533;70865;677;33;ул.Орловская
7086534;70865;679;34;ул.Грибоедова
7086535;70865;681;35;Пост ГИБДД
7086536;70865;1501;36;Промзона
7086537;70865;1065;37;КПП Смышляевка
7086538;70865;1618;38;п. Стройкерамика
7086539;70865;1620;39;Зверосовхоз
7086540;70865;1622;40;Дачи
7086541;70865;1624;41;п. Петра-Дубрава
7086542;70865;2011;42;ул.Климова
7086543;70865;2013;43;Дубовый Гай
7086544;70865;2015;44;Микрорайон Кошелев парк-1
7086545;70865;2017;45;Микрорайон Кошелев парк-2
7086546;70865;2019;46;ул.Академика Дмитрия Козлова
7086547;70865;2021;47;Школа №7- корпус 2
7086548;70865;2023;48;ул.Веры Ершовой
7086549;70865;2025;49;ул.Петра Монастырского
7086550;70865;2027;50;Квартал Баварская деревня
7086551;70865;2029;51;Микрорайон Крутые Ключи
7086601;70866;2029;1;Микрорайон Крутые Ключи
7086602;70866;2028;2;Квартал Баварская деревня
7086603;70866;2026;3;ул.Петра Монастырского
7086604;70866;2024;4;ул.Веры Ершовой
7086605;70866;2022;5;Школа №7- корпус 2
7086606;70866;2020;6;ул.Академика Дмитрия Козлова
7086607;70866;2018;7;Микрорайон Кошелев парк-2
7086608;70866;2016;8;Микрорайон Кошелев парк-1
7086609;70866;2014;9;Дубовый Гай
7086610;70866;2012;10;ул.Климова
7086611;70866;1624;11;п. Петра-Дубрава
7086612;70866;1623;12;Дачи
7086613;70866;1621;13;Зверосовхоз
7086614;70866;1619;14;п. Стройкерамика
7086615;70866;1066;15;КПП Смышляевка
7086616;70866;1502;16;Промзона
7086617;70866;682;17;Пост ГИБДД
7086618;70866;680;18;ул.Грибоедова
7086619;70866;678;19;ул.Орловская
7086620;70866;676;20;ул.Транзитная
7086621;70866;674;21;ул.Краснопресненская
7086622;70866;672;22;ул.Офицерская
7086623;70866;670;23;Развилка
7086624;70866;668;24;ул.Магистральная
7086625;70866;666;25;Магазин
7086626;70866;664;26;Железнодорожный музей
7086627;70866;662;27;Хлебозавод
7086628;70866;660;28;ул.Юбилейная
7086629;70866;756;29;ул.Каховская
7086630;70866;213;30;Площадь им. Кирова
7086631;70866;206;31;ул.Воронежская
7086632;70866;657;32;Дом Дружбы Народов
7086633;70866;571;33;Станция метро Безымянка
7086634;70866;573;34;ул.Александра Матросова
7086635;70866;575;35;ул.Средне-Садовая
7086636;70866;758;36;Станция метро Победа
7086637;70866;759;37;ул.Гагарина
7086638;70866;761;38;Станция метро Советская
7086639;70866;763;39;ул.Советской Армии
7086640;70866;765;40;ул.Карбышева
7086641;70866;767;41;Станция метро Спортивная
7086642;70866;769;42;ул.Авроры
7086643;70866;771;43;ул.Революционная
7086644;70866;416;44;Станция метро Гагаринская
7086645;70866;417;45;Клиники Медуниверситета
7086646;70866;419;46;ул.Тухачевского
7086647;70866;1071;47;ул.Пензенская
7086648;70866;1073;48;ул.Владимирская
7086649;70866;1075;49;Крымская площадь
7086650;70866;548;50;ул.Красноармейская
7086651;70866;39;51;Поликлиника(Железнодорожный вокзал)
7086652;70866;40;52;Железнодорожный вокзал
7096501;70965;2044;1;ТД1
7096502;70965;181;2;Губернский рынок
7096503;70965;1404;3;Губернский рынок (отпр)
7096504;70965;38;4;ЦУМ Самара-Пригородный автовокзал
7096505;70965;180;5;Поликлиника
7096506;70965;392;6;ул.Буянова
7096507;70965;1113;7;Стадион Динамо
7096508;70965;1115;8;ул.Ленинградская
7096509;70965;1160;9;ул.Самарская
7096510;70965;1161;10;ул.Молодогвардейская
7096511;70965;1162;11;ул.Куйбышева
7096512;70965;391;12;Площадь Революции
7096513;70965;1117;13;Клуб Дзержинского
7096514;70965;1119;14;Площадь Дзержинского
7096515;70965;1121;15;ул.Водников
7096516;70965;618;16;ул.Кутякова
7096517;70965;620;17;ул.Тракторная
7096518;70965;622;18;Хлебозавод № 3
7096519;70965;2050;19;ул. Дарвина
7096520;70965;2052;20;Ростовский пер.
7096521;70965;628;21;Совхоз Волгарь
7096522;70965;630;22;Казачий переезд
7096523;70965;632;23;ул.4-я Кряжская
7096524;70965;634;24;ул.1-я Кряжская
7096525;70965;591;25;Кряж
7096526;70965;589;26;Кряжский РМЗ
7096527;70965;587;27;Дачная
7096528;70965;585;28;ул.Дорожная
7096529;70965;583;29;Военный городок 1
7096530;70965;581;30;Строительная
7096531;70965;2033;31;Южный город
7096532;70965;2034;32;ул. Преображенская
7096533;70965;2035;33;Николаевский пер.
7096534;70965;2036;34;ул. Земская
7096535;70965;2037;35;ул. Раздольная
7096536;70965;2038;36;Спорткомплекс Южный
7096601;70966;2038;1;Спорткомплекс Южный
7096602;70966;2039;2;Спорткомплекс Южный
7096603;70966;2040;3;ул. Раздольная
7096604;70966;2042;4;Николаевский переулок
7096605;70966;2043;5;ул. Преображенская
7096606;70966;1737;6;Южный Город
7096607;70966;580;7;Строительная
7096608;70966;582;8;Военный городок 1
7096609;70966;584;9;ул.Дорожная
7096610;70966;586;10;Дачная
7096611;70966;588;11;Кряжский РМЗ
7096612;70966;1142;12;Кряж
7096613;70966;635;13;ул.1-я Кряжская
7096614;70966;633;14;ул.4-я Кряжская
7096615;70966;631;15;Казачий переезд
7096616;70966;629;16;Совхоз Волгарь
7096617;70966;2051;17;Ростовский пер.
7096618;70966;2050;18;ул. Дарвина
7096619;70966;623;19;Хлебозавод № 3
7096620;70966;621;20;ул.Тракторная
7096621;70966;1163;21;ул.Кутякова
7096622;70966;1164;22;ул.Крупской
7096623;70966;1165;23;Площадь Дзержинского
7096624;70966;1118;24;Клуб Дзержинского
7096625;70966;367;25;Площадь Революции
7096626;70966;1800;26;ул. Некрасовская
7096627;70966;1166;27;ул.Молодогвардейская
7096628;70966;1167;28;ул.Ленинградская
7096629;70966;1116;29;ул.Братьев Коростелевых
7096630;70966;1114;30;Стадион Динамо
7096631;70966;415;31;ул.Буянова
7096632;70966;143;32;Железнодорожный вокзал
7096633;70966;42;33;ЦУМ Самара-Пригородный автовокзал
7096634;70966;224;34;ул.Ульяновская
7096635;70966;2044;35;ТД1
7106501;71065;1157;1;15-й А микрорайон
7106502;71065;129;2;пр.Карла Маркса
7106503;71065;127;3;Рынок - 15-й микрорайон
7106504;71065;738;4;ул.Ташкентская
7106505;71065;125;5;ТЦ Колизей
7106506;71065;487;6;Кинотеатр Самара
7106507;71065;489;7;пр.Кирова
7106508;71065;152;8;ул.Стара-Загора
7106509;71065;154;9;Шоколадная фабрика
7106510;71065;156;10;Кинотеатр Огонек
7106511;71065;158;11;ул.Черемшанская
7106512;71065;160;12;ул.Ставропольская
7106513;71065;473;13;Автостанция Вольская
7106514;71065;213;14;Площадь им. Кирова
7106515;71065;206;15;ул.Воронежская
7106516;71065;657;16;Дом Дружбы Народов
7106517;71065;571;17;Станция метро Безымянка
7106518;71065;573;18;ул.Александра Матросова
7106519;71065;575;19;ул.Средне-Садовая
7106520;71065;758;20;Станция метро Победа
7106521;71065;759;21;ул.Гагарина
7106522;71065;761;22;Станция метро Советская
7106523;71065;763;23;ул.Советской Армии
7106524;71065;765;24;ул.Карбышева
7106525;71065;767;25;Станция метро Спортивная
7106526;71065;769;26;ул.Авроры
7106527;71065;771;27;ул.Революционная
7106528;71065;416;28;Станция метро Гагаринская
7106529;71065;417;29;Клиники Медуниверситета
7106530;71065;1370;30;Станция метро Московская
7106531;71065;1795;31;ул.Киевская
7106532;71065;35;32;Площадь Памяти
7106533;71065;421;33;ул.Арцыбушевская
7106534;71065;343;34;Площадь Сельского хозяйства
7106535;71065;344;35;Самарская площадь
7106536;71065;345;36;ул.Ульяновская
7106537;71065;346;37;ул.Красноармейская
7106538;71065;347;38;ул.Льва Толстого
7106539;71065;1158;39;Универмаг Юность
7106601;71066;1158;1;Универмаг Юность
7106602;71066;1159;2;ул.Высоцкого
7106603;71066;349;3;ул.Льва Толстого
7106604;71066;350;4;ул.Красноармейская
7106605;71066;351;5;ул.Вилоновская
7106606;71066;1400;6;ул.Ярмарочная
7106607;71066;352;7;Самарская площадь
7106608;71066;423;8;Площадь Сельского хозяйства
7106609;71066;435;9;ул.Арцыбушевская
7106610;71066;1313;10;Сквер Мичурина
7106611;71066;45;11;Площадь Памяти
7106612;71066;46;12;ул.Киевская
7106613;71066;420;13;ул.Тухачевского
7106614;71066;418;14;Клиники Медуниверситета
7106615;71066;436;15;Станция метро Гагаринская
7106616;71066;737;16;ул.Революционная
7106617;71066;770;17;ул.Авроры
7106618;71066;768;18;Станция метро Спортивная
7106619;71066;766;19;ул.Карбышева
7106620;71066;764;20;ул.Советской Армии
7106621;71066;762;21;Станция метро Советская
7106622;71066;760;22;ул.Победы
7106623;71066;654;23;Станция метро Победа
7106624;71066;576;24;ул.Средне-Садовая
7106625;71066;574;25;ул.Александра Матросова
7106626;71066;655;26;Станция метро Безымянка
7106627;71066;656;27;Дом Дружбы Народов
7106628;71066;214;28;Площадь им.Кирова
7106629;71066;752;29;Площадь им.Кирова
7106630;71066;518;30;Автостанция Вольская
7106631;71066;161;31;ул.Ставропольская
7106632;71066;159;32;ул.Черемшанская
7106633;71066;157;33;Кинотеатр Огонек
7106634;71066;155;34;Шоколадная фабрика
7106635;71066;153;35;ул.Стара-Загора
7106636;71066;490;36;пр.Кирова
7106637;71066;488;37;Кинотеатр Самара
7106638;71066;124;38;ТЦ Колизей
7106639;71066;126;39;Рынок - 15-й микрорайон
7106640;71066;128;40;пр.Карла Маркса
7106641;71066;1157;41;15-й А микрорайон
7136501;71365;1283;1;Костромской переулок
7136502;71365;1285;2;Восточный поселок
7136503;71365;662;3;Хлебозавод
7136504;71365;1306;4;ул.Советская
7136505;71365;1304;5;пр.Металлургов
7136506;71365;1302;6;пр.Юных Пионеров
7136507;71365;1308;7;ул.Ставропольская
7136508;71365;1197;8;ул.Черемшанская
7136509;71365;1195;9;пр.Карла Маркса
7136510;71365;1193;10;15-й микрорайон
7136511;71365;1192;11;ул.Стара-Загора
7136512;71365;1190;12;ул.Лесная
7136513;71365;1188;13;Больница калинина
7136514;71365;2048;14;Московское шоссе
7136515;71365;1850;15;Стадион
7136601;71366;1850;1;Стадион
7136602;71366;1851;2;Стадион
7136603;71366;2049;3;Московское шоссе
7136604;71366;1187;4;Больница калинина
7136605;71366;1189;5;ул.Лесная
7136606;71366;1191;6;ул.Стара-Загора
7136607;71366;1398;7;15-й микрорайон
7136608;71366;1194;8;пр.Карла Маркса
7136609;71366;1196;9;ул.Черемшанская
7136610;71366;1198;10;ул.Ставропольская
7136611;71366;1301;11;пр.Юных Пионеров
7136612;71366;1303;12;пр.Металлургов
7136613;71366;1305;13;ул.Победы
7136614;71366;661;14;Хлебозавод
7136615;71366;1284;15;Восточный поселок
7136616;71366;1283;16;Костромской переулок
7166501;71665;226;1;Автовокзал Центральный
7166502;71665;227;2;Дом Печати
7166503;71665;228;3;ул.Антонова-Овсеенко
7166504;71665;229;4;ул.Дыбенко
7166505;71665;230;5;ул.Гагарина
7166506;71665;231;6;ул.Мориса Тореза
7166507;71665;887;7;Автостанция Аврора
7166508;71665;291;8;ул.Партизанская
7166509;71665;233;9;ул.Балаковская
7166510;71665;234;10;Ясский пер.
7166511;71665;1486;11;ТК Амбар
7166512;71665;236;12;Сельхозярмарка
7166513;71665;237;13;Совхоз Кряж
7166514;71665;238;14;ул.Омская
7166515;71665;239;15;ул.Уральская
7166516;71665;240;16;Кряж
7166517;71665;241;17;Ильинская церковь
7166518;71665;242;18;ул.Войкова
7166519;71665;243;19;Заготзерно
7166520;71665;244;20;Гастроном
7166521;71665;245;21;ул.Бакинская
7166522;71665;246;22;ул.Зеленая
7166523;71665;247;23;Торговый пер.
7166524;71665;248;24;ул.Калининградская
7166525;71665;293;25;ул.Грозненская
7166526;71665;294;26;ул.40 лет Пионерии
7166527;71665;295;27;ул.Фасадная
7166528;71665;322;28;116 км
7166529;71665;323;29;завод Минвата
7166530;71665;324;30;Конструкторская
7166531;71665;325;31;113 км
7166601;71666;325;1;113 км
7166602;71666;326;2;Конструкторская
7166603;71666;327;3;завод Минвата
7166604;71666;328;4;116 км
7166605;71666;250;5;ул.Фасадная
7166606;71666;251;6;ул.40 лет Пионерии
7166607;71666;275;7;Автошкола
7166608;71666;252;8;ул.Егорова
7166609;71666;276;9;ул.Калининградская
7166610;71666;319;10;ул.Нефтяников
7166611;71666;253;11;Молодежный пер.
7166612;71666;254;12;ул.Медицинская
7166613;71666;255;13;ул.Бакинская
7166614;71666;256;14;Гастроном
7166615;71666;257;15;Заготзерно
7166616;71666;258;16;ул.Войкова
7166617;71666;259;17;Ильинская церковь
7166618;71666;260;18;Кряж
7166619;71666;261;19;ул.Уральская
7166620;71666;262;20;ул.Омская
7166621;71666;263;21;Совхоз Кряж
7166622;71666;264;22;Сельхозярмарка
7166623;71666;1485;23;ТК Амбар
7166624;71666;1484;24;Пост ГИБДД
7166625;71666;266;25;Ясский пер.
7166626;71666;267;26;ул.Балаковская
7166627;71666;292;27;ул.Партизанская
7166628;71666;268;28;Автостанция Аврора
7166629;71666;269;29;ул.Мориса Тореза
7166630;71666;270;30;ул.Гагарина
7166631;71666;271;31;ул.Дыбенко
7166632;71666;272;32;ул.Антонова-Овсеенко
7166633;71666;273;33;Дом Печати
7166634;71666;274;34;Автовокзал Центральный
7166635;71666;226;35;Автовокзал Центральный
7166701;71667;226;1;Автовокзал Центральный
7166702;71667;227;2;Дом Печати
7166703;71667;228;3;ул.Антонова-Овсеенко
7166704;71667;229;4;ул.Дыбенко
7166705;71667;230;5;ул.Гагарина
7166706;71667;231;6;ул.Мориса Тореза
7166707;71667;887;7;Автостанция Аврора
7166708;71667;291;8;ул.Партизанская
7166709;71667;233;9;ул.Балаковская
7166710;71667;234;10;Ясский пер.
7166711;71667;1486;11;ТК Амбар
7166712;71667;236;12;Сельхозярмарка
7166713;71667;237;13;Совхоз Кряж
7166714;71667;238;14;ул.Омская
7166715;71667;239;15;ул.Уральская
7166716;71667;240;16;Кряж
7166717;71667;241;17;Ильинская церковь
7166718;71667;242;18;ул.Войкова
7166719;71667;243;19;Заготзерно
7166720;71667;244;20;Гастроном
7166721;71667;245;21;ул.Бакинская
7166722;71667;246;22;ул.Зеленая
7166723;71667;247;23;Торговый пер.
7166724;71667;248;24;ул.Калининградская
7166725;71667;293;25;ул.Грозненская
7166726;71667;294;26;ул.40 лет Пионерии
7166727;71667;295;27;ул.Фасадная
7166728;71667;296;28;Нефтебаза
7166729;71667;297;29;Пожарное депо
7166730;71667;298;30;Дачи
7166731;71667;299;31;Очистные сооружения
7166732;71667;300;32;Магазин
7166733;71667;301;33;ул.Обувная
7166734;71667;302;34;ул.Белорусская
7166735;71667;303;35;Завод Нефтемаш
7166736;71667;304;36;Универсам
7166737;71667;305;37;Школа № 55
7166738;71667;705;38;РЭБ
7166739;71667;306;39;Дачная
7166740;71667;708;40;ул.Сельская
7166741;71667;307;41;пос.Сухая Самарка
7166801;71668;307;1;пос.Сухая Самарка
7166802;71668;709;2;ул.Сельская
7166803;71668;308;3;Дачная
7166804;71668;706;4;РЭБ
7166805;71668;309;5;Школа № 55
7166806;71668;310;6;Универсам
7166807;71668;311;7;Завод Нефтемаш
7166808;71668;312;8;ул.Белорусская
7166809;71668;313;9;ул.Обувная
7166810;71668;314;10;Магазин
7166811;71668;315;11;Очистные сооружения
7166812;71668;316;12;Дачи
7166813;71668;317;13;Пожарное депо
7166814;71668;704;14;Завод ЖБИ
7166815;71668;318;15;Нефтебаза
7166816;71668;250;16;ул.Фасадная
7166817;71668;251;17;ул.40 лет Пионерии
7166818;71668;275;18;Автошкола
7166819;71668;252;19;ул.Егорова
7166820;71668;276;20;ул.Калининградская
7166821;71668;319;21;ул.Нефтяников
7166822;71668;253;22;Молодежный пер.
7166823;71668;254;23;ул.Медицинская
7166824;71668;255;24;ул.Бакинская
7166825;71668;256;25;Гастроном
7166826;71668;257;26;Заготзерно
7166827;71668;258;27;ул.Войкова
7166828;71668;259;28;Ильинская церковь
7166829;71668;260;29;Кряж
7166830;71668;261;30;ул.Уральская
7166831;71668;262;31;ул.Омская
7166832;71668;263;32;Совхоз Кряж
7166833;71668;264;33;Сельхозярмарка
7166834;71668;1485;34;ТК Амбар
7166835;71668;1484;35;Пост ГИБДД
7166836;71668;266;36;Ясский пер.
7166837;71668;267;37;ул.Балаковская
7166838;71668;292;38;ул.Партизанская
7166839;71668;268;39;Автостанция Аврора
7166840;71668;269;40;ул.Мориса Тореза
7166841;71668;270;41;ул.Гагарина
7166842;71668;271;42;ул.Дыбенко
7166843;71668;272;43;ул.Антонова-Овсеенко
7166844;71668;273;44;Дом Печати
7166845;71668;274;45;Автовокзал Центральный
7166846;71668;226;46;Автовокзал Центральный
7176501;71765;802;1;пр.Кирова
7176502;71765;800;2;ул.Георгия Димитрова
7176503;71765;798;3;ул.Демократическая
7176504;71765;796;4;Турбаза Дубки
7176505;71765;794;5;Пионерлагерь им.Гагарина
7176506;71765;792;6;Дачи
7176507;71765;790;7;Кладбище Сорокины Хутора
7176508;71765;788;8;Сорокины Хутора
7176509;71765;70;9;7-й участок
7176510;71765;71;10;пос.Управленческий
7176511;71765;72;11;4-й квартал
7176512;71765;73;12;31 км
7176513;71765;74;13;Дома ЭМО
7176514;71765;75;14;Развилка
7176515;71765;76;15;пос.Южный
7176516;71765;1987;16;ул.Полтавская
7176517;71765;886;17;Завод Электрощит
7176518;71765;838;18;41 км
7176519;71765;840;19;Холодильник № 2
7176520;71765;844;20;пос.Волжский
7176521;71765;842;21;Река Сок
7176522;71765;980;22;Жилгородок
7176523;71765;982;23;Радиоцентр
7176524;71765;984;24;Аэропорт Курумоч
7176525;71765;1431;25;Аэропорт Курумоч
7176526;71765;986;26;пос.Береза
7176601;71766;986;1;пос.Береза
7176602;71766;985;2;Аэропорт Курумоч
7176603;71766;983;3;Радиоцентр
7176604;71766;981;4;Жилгородок
7176605;71766;845;5;пос.Волжский
7176606;71766;843;6;Река Сок
7176607;71766;841;7;Холодильник № 2
7176608;71766;839;8;41 км
7176609;71766;2;9;Завод Электрощит
7176610;71766;1988;10;ул.Полтавская
7176611;71766;3;11;пос.Южный
7176612;71766;4;12;Развилка
7176613;71766;5;13;Дома ЭМО
7176614;71766;6;14;31 км
7176615;71766;7;15;4-й квартал
7176616;71766;8;16;пос.Управленческий
7176617;71766;9;17;7-й участок
7176618;71766;787;18;Сорокины Хутора
7176619;71766;789;19;Кладбище Сорокины Хутора
7176620;71766;791;20;Дачи
7176621;71766;793;21;Пионерлагерь им.Гагарина
7176622;71766;795;22;Турбаза Дубки
7176623;71766;797;23;ул.Демократическая
7176624;71766;799;24;ул.Георгия Димитрова
7176625;71766;801;25;пр.Кирова
7176626;71766;802;26;пр.Кирова
7186501;71865;802;1;пр.Кирова
7186502;71865;800;2;ул.Георгия Димитрова
7186503;71865;798;3;ул.Демократическая
7186504;71865;795;4;Турбаза Дубки
7186505;71865;794;5;Пионерлагерь им.Гагарина
7186506;71865;792;6;Дачи
7186507;71865;790;7;Кладбище Сорокины Хутора
7186508;71865;788;8;Сорокины Хутора
7186509;71865;70;9;7-й участок
7186510;71865;71;10;пос.Управленческий
7186511;71865;72;11;4-й квартал
7186512;71865;73;12;31 км
7186513;71865;74;13;Дома ЭМО
7186514;71865;75;14;Развилка
7186515;71865;76;15;пос.Южный
7186516;71865;1987;16;ул.Полтавская
7186517;71865;886;17;Завод Электрощит
7186518;71865;838;18;41 км
7186519;71865;840;19;Холодильник № 2
7186520;71865;842;20;Река Сок
7186521;71865;844;21;пос.Волжский
7186522;71865;846;22;Переезд
7186523;71865;848;23;Cтанция Курумоч
7186524;71865;850;24;Курумоч 1
7186525;71865;852;25;Курумоч 2
7186526;71865;854;26;Поворот на Прибрежный
7186527;71865;856;27;пос.Винтай
7186528;71865;858;28;Пионерлагерь Орленок
7186529;71865;860;29;пос.Прибрежный
7186601;71866;860;1;пос.Прибрежный
7186602;71866;859;2;Пионерлагерь Орленок
7186603;71866;857;3;пос.Винтай
7186604;71866;855;4;Поворот на Прибрежный
7186605;71866;853;5;Курумоч 2
7186606;71866;851;6;Курумоч 1
7186607;71866;849;7;Cтанция Курумоч
7186608;71866;847;8;Переезд
7186609;71866;845;9;пос.Волжский
7186610;71866;843;10;Река Сок
7186611;71866;841;11;Холодильник № 2
7186612;71866;839;12;41 км
7186613;71866;2;13;Завод Электрощит
7186614;71866;1988;14;ул.Полтавская
7186615;71866;3;15;пос.Южный
7186616;71866;4;16;Развилка
7186617;71866;5;17;Дома ЭМО
7186618;71866;6;18;31 км
7186619;71866;7;19;4-й квартал
7186620;71866;8;20;пос.Управленческий
7186621;71866;9;21;7-й участок
7186622;71866;787;22;Сорокины Хутора
7186623;71866;789;23;Кладбище Сорокины Хутора
7186624;71866;791;24;Дачи
7186625;71866;793;25;Пионерлагерь им.Гагарина
7186626;71866;796;26;Турбаза Дубки
7186627;71866;797;27;ул.Демократическая
7186628;71866;799;28;ул.Георгия Димитрова
7186629;71866;801;29;пр.Кирова
7186630;71866;802;30;пр.Кирова
7196501;71965;615;1;Автостанция Аврора
7196502;71965;268;2;Автостанция Аврора
7196503;71965;643;3;ул.Авроры
7196504;71965;644;4;ул.Энтузиастов
7196505;71965;646;5;ул.Карбышева
7196506;71965;648;6;Техникум
7196507;71965;650;7;Проезд 9-го Мая
7196508;71965;652;8;ул.Гагарина
7196509;71965;486;9;ул.Красных Коммунаров
7196510;71965;654;10;Станция метро Победа
7196511;71965;576;11;ул.Средне-Садовая
7196512;71965;574;12;ул.Александра Матросова
7196513;71965;655;13;Станция метро Безымянка
7196514;71965;656;14;Дом Дружбы Народов
7196515;71965;658;15;Площадь им.Кирова
7196516;71965;659;16;ул.Юбилейная
7196517;71965;661;17;Хлебозавод
7196518;71965;663;18;Железнодорожный музей
7196519;71965;665;19;Магазин
7196520;71965;1461;20;ул.Магистральная
7196521;71965;669;21;Развилка
7196522;71965;671;22;ул.Офицерская
7196523;71965;673;23;ул.Краснопресненская
7196524;71965;675;24;ул.Транзитная
7196525;71965;677;25;ул.Орловская
7196526;71965;679;26;ул.Грибоедова
7196527;71965;681;27;Пост ГИБДД
7196528;71965;2045;28;Аэропорт-2
7196529;71965;2046;29;Аэропорт-2
7196601;71966;2046;1;Аэропорт-2
7196602;71966;2047;2;Аэропорт-2
7196603;71966;683;3;Трест № 90
7196604;71966;682;4;Пост ГИБДД
7196605;71966;680;5;ул.Грибоедова
7196606;71966;678;6;ул.Орловская
7196607;71966;676;7;ул.Транзитная
7196608;71966;674;8;ул.Краснопресненская
7196609;71966;672;9;ул.Офицерская
7196610;71966;670;10;Развилка
7196611;71966;668;11;ул.Магистральная
7196612;71966;666;12;Магазин
7196613;71966;664;13;Железнодорожный музей
