ss_id	ss_name	ss_lat	ss_long
2037	ул. Раздольная	53.116549	50.156678
2038	Спорткомплекс Южный	53.117180	50.164988
2039	Спорткомплекс Южный	53.117432	50.164780
2040	ул. Раздольная	53.116678	50.156335
2041	ул. Земская	53.114962	50.151034
2042	Николаевский переулок	53.113104	50.145158
2043	ул. Преображенская	53.110558	50.140858
2044	ТД1	53.197520	50.126116
2045	Аэропорт-2	53.250876	50.369632
2046	Аэропорт-2	53.250915	50.376896
2047	Аэропорт-2	53.251016	50.369439
2048	Московское шоссе	53.260643	50.239469
2049	Московское шоссе	53.260518	50.239257
2050	ул. Дарвина	53.165039	50.079188
2051	Ростовский пер.	53.160823	50.089767
2052	Ростовский пер.	53.160464	50.089649
2053	Центральная районная больница	53.489820	50.394869
2054	Яхт-клуб ""Азимут""	53.157562	50.072578
2055	Яхт-клуб ""Азимут""	53.157136	50.071934
2056	Красный Яр / Сбербанк	53.495558	50.388786
2057	Поворот на Городцовку	53.504881	50.346211
2058	Поворот на Городцовку	53.503173	50.297779
2059	Поворот на Мирный	53.498650	50.266523
2060	Поворот на Мирный	53.498459	50.267065
2061	Поворот на Городцовку	53.503199	50.298071
2062	Поворот на Городцовку	53.504776	50.346127
2063	Красный Яр	53.495461	50.385936
2064	Центральная районаая больница	53.490053	50.394786
2065	Красноярская ЦРБ	53.489117	50.396841
2066	п.Мирный	53.506728	50.270712
2067	с.Колодинка	53.530547	50.220496
2068	Городцовка-1	53.502994	50.337092
2069	Городцовка-2	53.503681	50.324652
2070	Городцовка-2	53.503548	50.324375
2071	Городцовка-1	53.502873	50.337427
2072	Софийская площадь	53.150996	50.075142
2073	пос.Преображенка	53.085473	50.120816
2074	пос.Преображенка	53.084673	50.120752
2075	2-я дачная	53.081010	50.110903
2076	2-я дачная	53.080868	50.111611
2077	1-я дачная	53.080944	50.098736
2078	1-я дачная	53.080763	50.099659
2079	ул.Высоцкого	53.185644	50.099016
2080	Школа №139	53.243170	50.190530
