rc_id	rl_id	ss_id	rc_orderby	rc_dist
4767117	47671	23	17	0.548000
4767118	47671	24	18	0.720000
4767119	47671	25	19	0.301000
4767120	47671	26	20	0.464000
4767121	47671	27	21	0.965000
4767122	47671	563	22	0.241000
4767123	47671	562	23	0.000000
4767201	47672	562	1	0.817000
4767202	47672	52	2	0.452000
4767203	47672	53	3	0.522000
4767204	47672	54	4	0.573000
4767205	47672	55	5	0.457000
4767206	47672	148	6	0.250000
4767207	47672	149	7	0.436000
4767208	47672	150	8	0.579000
4767209	47672	152	9	0.459000
4767210	47672	154	10	0.344000
4767211	47672	156	11	0.541000
4767212	47672	158	12	0.600000
4767213	47672	160	13	0.706000
4767214	47672	473	14	0.840000
4767215	47672	207	15	1.179000
4767216	47672	209	16	0.521000
4767217	47672	457	17	0.351000
4767218	47672	459	18	0.231000
4767219	47672	461	19	0.419000
4767220	47672	463	20	0.649000
4767221	47672	466	21	0.000000
4767301	47673	563	1	1.225000
4767302	47673	28	2	0.745000
4767303	47673	29	3	0.440000
4767304	47673	30	4	0.778000
4767305	47673	31	5	0.536000
4767306	47673	32	6	1.109000
4767307	47673	33	7	0.813000
4767308	47673	509	8	0.553000
4767309	47673	498	9	0.456000
4767310	47673	500	10	0.439000
4767311	47673	503	11	0.828000
4767312	47673	181	12	0.010000
4767313	47673	1404	13	0.198000
4767314	47673	38	14	0.602000
4767315	47673	180	15	0.337000
4767316	47673	143	16	0.000000
4767401	47674	143	1	0.509000
4767402	47674	42	2	0.688000
4767403	47674	204	3	0.385000
4767404	47674	504	4	0.462000
4767405	47674	502	5	0.594000
4767406	47674	499	6	0.358000
4767407	47674	46	7	0.977000
4767408	47674	47	8	1.127000
4767409	47674	79	9	0.570000
4767410	47674	48	10	0.772000
4767411	47674	49	11	0.439000
4767412	47674	50	12	0.869000
4767413	47674	51	13	0.800000
4767414	47674	563	14	0.000000
4767501	47675	148	1	0.255000
4767502	47675	149	2	0.930000
4767503	47675	491	3	1.360000
4767504	47675	189	4	0.421000
4767505	47675	187	5	0.316000
4767506	47675	185	6	0.000000
4767701	47677	466	1	0.455000
4767702	47677	464	2	0.454000
4767703	47677	462	3	0.232000
4767704	47677	460	4	0.386000
4767705	47677	458	5	0.527000
4767706	47677	210	6	1.162000
4767707	47677	214	7	0.183000
4767708	47677	752	8	0.918000
4767709	47677	162	9	0.481000
4767710	47677	161	10	0.665000
4767711	47677	159	11	0.376000
4767712	47677	157	12	0.441000
4767713	47677	155	13	0.490000
4767714	47677	153	14	0.562000
4767715	47677	151	15	0.462000
4767716	47677	175	16	0.420000
4767717	47677	23	17	0.548000
4767718	47677	24	18	0.720000
4767719	47677	25	19	0.301000
4767720	47677	26	20	0.464000
4767721	47677	27	21	1.186000
4767722	47677	28	22	0.745000
4767723	47677	29	23	0.440000
4767724	47677	30	24	0.778000
4767725	47677	31	25	0.536000
4767726	47677	32	26	1.365000
4767727	47677	1837	27	0.000000
4767801	47678	1837	1	1.360000
4767802	47678	79	2	0.570000
4767803	47678	48	3	0.772000
4767804	47678	49	4	0.439000
4767805	47678	50	5	0.869000
4767806	47678	51	6	1.087000
4767807	47678	52	7	0.452000
4767808	47678	53	8	0.522000
4767809	47678	54	9	0.573000
4767810	47678	55	10	0.457000
4767811	47678	148	11	0.250000
4767812	47678	149	12	0.436000
4767813	47678	150	13	0.579000
4767814	47678	152	14	0.459000
4767815	47678	154	15	0.344000
4767816	47678	156	16	0.541000
4767817	47678	158	17	0.600000
4767818	47678	160	18	0.706000
4767819	47678	473	19	0.840000
4767820	47678	207	20	1.179000
4767821	47678	209	21	0.521000
4767822	47678	457	22	0.351000
4767823	47678	459	23	0.231000
4767824	47678	461	24	0.419000
4767825	47678	463	25	0.649000
4767826	47678	466	26	0.000000
4767901	47679	162	1	0.358000
4767902	47679	1407	2	0.000000
4768001	47680	1407	1	0.481000
4768002	47680	162	2	0.000000
4768101	47681	1838	1	0.703000
4768102	47681	509	2	0.553000
4768103	47681	498	3	0.456000
4768104	47681	500	4	0.439000
4768105	47681	503	5	0.828000
4768106	47681	181	6	0.010000
4768107	47681	1404	7	0.198000
4768108	47681	38	8	0.602000
4768109	47681	180	9	0.337000
4768110	47681	143	10	0.000000
4768201	47682	143	1	0.509000
4768202	47682	42	2	0.688000
4768203	47682	204	3	0.385000
4768204	47682	504	4	0.462000
4768205	47682	502	5	0.594000
4768206	47682	499	6	0.358000
4768207	47682	46	7	0.916000
4768208	47682	1838	8	0.000000
4786501	47865	1599	1	1.094000
4786502	47865	1600	2	0.600000
4786503	47865	1601	3	0.386000
4786504	47865	1602	4	0.380000
4786505	47865	1595	5	0.449000
4786506	47865	1593	6	0.464000
4786507	47865	1589	7	0.496000
4786508	47865	1587	8	1.201000
4786509	47865	1585	9	0.627000
4786510	47865	1583	10	2.342000
4786511	47865	1581	11	0.959000
4786512	47865	1579	12	0.676000
4786513	47865	1577	13	1.209000
4786514	47865	1575	14	0.345000
4786515	47865	1573	15	0.847000
4786516	47865	1127	16	1.120000
4786517	47865	1124	17	0.690000
4786518	47865	1122	18	0.576000
4786519	47865	252	19	0.999000
4786520	47865	973	20	0.459000
4786521	47865	979	21	0.347000
4786522	47865	256	22	0.471000
4786523	47865	257	23	0.392000
4786524	47865	258	24	0.499000
4786525	47865	259	25	0.547000
4786526	47865	978	26	1.490000
4786527	47865	261	27	0.612000
4786528	47865	262	28	1.389000
4786529	47865	263	29	2.008000
4786530	47865	264	30	0.896000
4786531	47865	1485	31	0.685000
4786532	47865	1484	32	4.452000
4786533	47865	266	33	0.452000
4786534	47865	267	34	0.310000
4786535	47865	292	35	0.571000
4786536	47865	268	36	0.205000
4786537	47865	269	37	0.954000
4786538	47865	270	38	0.416000
4786539	47865	271	39	0.505000
4786540	47865	272	40	0.361000
4786541	47865	273	41	0.243000
4786542	47865	274	42	0.385000
4786543	47865	49	43	0.439000
4786544	47865	50	44	0.869000
4786545	47865	51	45	1.087000
4786546	47865	52	46	0.452000
4786547	47865	53	47	0.522000
4786548	47865	54	48	0.573000
4786549	47865	55	49	0.720000
4786550	47865	1802	50	0.363000
4786551	47865	1804	51	0.411000
4786552	47865	1806	52	0.614000
4786553	47865	1810	53	0.203000
4786554	47865	1811	54	0.499000
4786555	47865	1813	55	1.194000
4786556	47865	1815	56	0.707000
4786557	47865	1818	57	0.395000
4786558	47865	1820	58	0.000000
4786601	47866	1820	1	2.792000
4786602	47866	1819	2	0.366000
4786603	47866	1817	3	0.366000
4786604	47866	1816	4	0.681000
4786605	47866	1814	5	1.166000
4786606	47866	1812	6	0.604000
4786607	47866	1809	7	0.429000
4786608	47866	1807	8	0.367000
4786609	47866	1805	9	0.441000
4786610	47866	1803	10	0.366000
4786611	47866	1801	11	0.583000
4786612	47866	24	12	0.720000
4786613	47866	25	13	0.301000
4786614	47866	26	14	0.464000
4786615	47866	27	15	1.186000
4786616	47866	28	16	0.745000
4786617	47866	29	17	0.440000
4786618	47866	30	18	0.510000
4786619	47866	226	19	0.224000
4786620	47866	227	20	0.372000
4786621	47866	228	21	0.565000
4786622	47866	229	22	0.555000
4786623	47866	230	23	0.438000
4786624	47866	231	24	0.683000
4786625	47866	232	25	0.350000
4786626	47866	291	26	0.304000
4786627	47866	233	27	0.477000
4786628	47866	234	28	5.284000
4786629	47866	1486	29	0.851000
4786630	47866	236	30	1.811000
4786631	47866	237	31	1.336000
4786632	47866	238	32	0.581000
4786633	47866	239	33	1.518000
4786634	47866	240	34	0.492000
4786635	47866	241	35	0.431000
4786636	47866	242	36	0.553000
4786637	47866	243	37	0.452000
4786638	47866	244	38	0.511000
4786639	47866	592	39	0.311000
4786640	47866	593	40	0.850000
4786641	47866	594	41	0.587000
4786642	47866	293	42	0.720000
4786643	47866	1123	43	1.179000
4786644	47866	1126	44	0.879000
4786645	47866	1572	45	0.349000
4786646	47866	1574	46	1.230000
4786647	47866	1576	47	0.665000
4786648	47866	1578	48	1.095000
4786649	47866	1580	49	2.202000
4786650	47866	1582	50	0.632000
4786651	47866	1584	51	1.038000
4786652	47866	1586	52	0.660000
4786653	47866	1588	53	0.453000
4786654	47866	1592	54	0.268000
4786655	47866	1594	55	0.514000
4786656	47866	1596	56	0.639000
4786657	47866	1597	57	0.264000
4786658	47866	1598	58	1.148000
4786659	47866	1599	59	0.000000
4796501	47965	143	1	0.509000
4796502	47965	42	2	0.679000
4796503	47965	43	3	0.692000
4796504	47965	36	4	0.511000
4796505	47965	45	5	0.829000
4796506	47965	46	6	0.991000
4796507	47965	47	7	1.127000
4796508	47965	79	8	0.570000
4796509	47965	48	9	0.772000
4796510	47965	49	10	0.439000
4796511	47965	50	11	0.869000
4796512	47965	51	12	1.087000
4796513	47965	52	13	0.452000
4796514	47965	53	14	0.522000
4796515	47965	54	15	0.573000
4796516	47965	55	16	0.720000
4796517	47965	1802	17	0.363000
4796518	47965	1804	18	0.411000
4796519	47965	1806	19	0.340000
4796520	47965	1808	20	0.274000
4796521	47965	1810	21	0.203000
4796522	47965	1811	22	0.499000
4796523	47965	1813	23	1.194000
4796524	47965	1815	24	0.707000
4796525	47965	1818	25	0.395000
4796526	47965	1820	26	0.296000
4796527	47965	1821	27	1.281000
4796528	47965	1824	28	0.745000
4796529	47965	1826	29	0.586000
4796530	47965	1828	30	0.630000
4796531	47965	1830	31	0.682000
4796532	47965	1791	32	0.524000
4796533	47965	694	33	7.529000
4796534	47965	1569	34	1.568000
4796535	47965	890	35	0.888000
4796536	47965	1558	36	0.647000
4796537	47965	1560	37	1.126000
4796538	47965	1562	38	0.833000
4796539	47965	1564	39	0.821000
4796540	47965	1566	40	1.118000
4796541	47965	1568	41	0.000000
4796601	47966	1568	1	1.139000
4796602	47966	1567	2	0.800000
4796603	47966	1565	3	0.801000
4796604	47966	1563	4	1.129000
4796605	47966	1561	5	0.690000
4796606	47966	1559	6	1.384000
4796607	47966	891	7	1.569000
4796608	47966	1570	8	7.334000
4796609	47966	695	9	0.477000
4796610	47966	1789	10	0.425000
4796611	47966	1790	11	0.672000
4796612	47966	1829	12	0.255000
4796613	47966	1827	13	0.435000
4796614	47966	1831	14	0.335000
4796615	47966	1825	15	0.742000
4796616	47966	1823	16	0.950000
4796617	47966	1822	17	0.336000
4796618	47966	1819	18	0.366000
4796619	47966	1817	19	0.366000
4796620	47966	1816	20	0.681000
4796621	47966	1814	21	1.166000
4796622	47966	1812	22	0.604000
4796623	47966	1809	23	0.429000
4796624	47966	1807	24	0.367000
4796625	47966	1805	25	0.441000
4796626	47966	1803	26	0.366000
4796627	47966	1801	27	0.583000
4796628	47966	24	28	0.720000
4796629	47966	25	29	0.301000
4796630	47966	26	30	0.464000
4796631	47966	27	31	1.186000
4796632	47966	28	32	0.745000
4796633	47966	29	33	0.440000
4796634	47966	30	34	0.776000
4796635	47966	31	35	0.536000
4796636	47966	32	36	1.109000
4796637	47966	33	37	0.873000
4796638	47966	1795	38	0.892000
4796639	47966	35	39	0.586000
4796640	47966	44	40	0.997000
4796641	47966	37	41	0.171000
4796642	47966	38	42	0.659000
4796643	47966	553	43	0.305000
4796644	47966	143	44	0.000000
4806501	48065	1603	1	0.706000
4806502	48065	273	2	0.243000
4806503	48065	274	3	0.385000
4806504	48065	49	4	0.439000
4806505	48065	50	5	0.869000
4806506	48065	51	6	1.087000
4806507	48065	52	7	0.452000
4806508	48065	53	8	0.522000
4806509	48065	54	9	0.573000
4806510	48065	55	10	0.720000
4806511	48065	1802	11	0.363000
4806512	48065	1804	12	0.411000
4806513	48065	1806	13	0.340000
4806514	48065	1808	14	0.274000
4806515	48065	1810	15	0.203000
4806516	48065	1811	16	0.499000
4806517	48065	1813	17	1.194000
4806518	48065	1815	18	0.707000
4806519	48065	1818	19	0.395000
4806520	48065	1820	20	0.296000
4806521	48065	1821	21	1.281000
4806522	48065	1824	22	0.745000
4806523	48065	1826	23	0.586000
4806524	48065	1828	24	0.630000
4806525	48065	1830	25	0.682000
4806526	48065	1791	26	0.524000
4806527	48065	694	27	7.529000
4806528	48065	1569	28	1.568000
4806529	48065	890	29	1.531000
4806530	48065	892	30	5.115000
4806531	48065	1041	31	4.394000
4806532	48065	931	32	1.602000
4806533	48065	1604	33	0.949000
4806534	48065	1606	34	1.012000
4806535	48065	1608	35	0.000000
4806601	48066	1608	1	1.028000
4806602	48066	1607	2	0.963000
4806603	48066	1605	3	1.423000
4806604	48066	932	4	4.374000
4806605	48066	1042	5	5.158000
4806606	48066	893	6	1.589000
4806607	48066	891	7	1.569000
4806608	48066	1570	8	7.334000
4806609	48066	695	9	0.477000
4806610	48066	1789	10	0.425000
4806611	48066	1790	11	0.672000
4806612	48066	1829	12	0.255000
4806613	48066	1827	13	0.435000
4806614	48066	1831	14	0.335000
4806615	48066	1825	15	0.742000
4806616	48066	1823	16	0.950000
4806617	48066	1822	17	0.336000
4806618	48066	1819	18	0.366000
4806619	48066	1817	19	0.366000
4806620	48066	1816	20	0.681000
4806621	48066	1814	21	1.166000
4806622	48066	1812	22	0.604000
4806623	48066	1809	23	0.429000
4806624	48066	1807	24	0.367000
4806625	48066	1805	25	0.441000
4806626	48066	1803	26	0.366000
4806627	48066	1801	27	0.583000
4806628	48066	24	28	0.720000
4806629	48066	25	29	0.301000
4806630	48066	26	30	0.464000
4806631	48066	27	31	1.186000
4806632	48066	28	32	0.745000
4806633	48066	29	33	0.440000
4806634	48066	30	34	0.601000
4806635	48066	1603	35	0.000000
4816501	48165	1125	1	0.476000
4816502	48165	688	2	0.410000
4816503	48165	686	3	0.394000
4816504	48165	149	4	0.436000
4816505	48165	150	5	0.579000
4816506	48165	152	6	0.459000
4816507	48165	154	7	0.344000
4816508	48165	156	8	0.541000
4816509	48165	158	9	0.600000
4816510	48165	160	10	0.741000
4816511	48165	215	11	0.421000
4816512	48165	217	12	0.315000
4816513	48165	202	13	0.815000
4816514	48165	657	14	0.501000
4816515	48165	571	15	0.377000
4816516	48165	573	16	0.376000
4816517	48165	575	17	0.392000
4816518	48165	758	18	0.516000
4816519	48165	970	19	0.000000
4816601	48166	970	1	0.590000
4816602	48166	654	2	0.346000
4816603	48166	576	3	0.391000
4816604	48166	574	4	0.353000
4816605	48166	655	5	0.535000
4816606	48166	225	6	0.497000
4816607	48166	203	7	0.304000
4816608	48166	472	8	0.178000
4816609	48166	218	9	0.731000
4816610	48166	162	10	0.481000
4816611	48166	161	11	0.665000
4816612	48166	159	12	0.376000
4816613	48166	157	13	0.441000
4816614	48166	155	14	0.490000
4816615	48166	153	15	0.562000
4816616	48166	151	16	0.462000
4816617	48166	175	17	0.319000
4816618	48166	685	18	0.507000
4816619	48166	727	19	0.405000
4816620	48166	1125	20	0.000000
4846501	48465	232	1	0.216000
4846502	48465	268	2	0.205000
4846503	48465	269	3	0.954000
4846504	48465	270	4	0.416000
4846505	48465	271	5	0.505000
4846506	48465	272	6	0.361000
4846507	48465	273	7	0.240000
4846508	48465	274	8	0.842000
4846509	48465	31	9	0.536000
4846510	48465	32	10	1.109000
4846511	48465	33	11	0.849000
4846512	48465	509	12	0.952000
4846513	48465	35	13	0.777000
4846514	48465	421	14	0.689000
4846515	48465	343	15	0.597000
4846516	48465	344	16	0.608000
4846517	48465	345	17	0.667000
4846518	48465	346	18	0.611000
4846519	48465	395	19	0.349000
4846520	48465	397	20	0.539000
4846521	48465	432	21	0.806000
4846522	48465	434	22	0.000000
4846601	48466	434	1	0.549000
4846602	48466	433	2	0.448000
4846603	48466	398	3	0.325000
4846604	48466	396	4	0.609000
4846605	48466	350	5	0.632000
4846606	48466	351	6	0.398000
4846607	48466	1400	7	0.277000
4846608	48466	352	8	0.809000
4846609	48466	423	9	0.472000
4846610	48466	435	10	0.240000
4846611	48466	1313	11	0.544000
4846612	48466	45	12	0.829000
4846613	48466	46	13	0.991000
4846614	48466	47	14	1.127000
4846615	48466	79	15	0.570000
4846616	48466	48	16	0.649000
4846617	48466	226	17	0.224000
4846618	48466	227	18	0.372000
4846619	48466	228	19	0.565000
4846620	48466	229	20	0.555000
4846621	48466	230	21	0.438000
4846622	48466	231	22	0.683000
4846623	48466	232	23	0.000000
4856501	48565	466	1	0.455000
4856502	48565	464	2	0.454000
4856503	48565	462	3	0.232000
4856504	48565	460	4	0.386000
4856505	48565	458	5	0.297000
4856506	48565	474	6	0.896000
4856507	48565	475	7	0.627000
4856508	48565	476	8	0.797000
4856509	48565	104	9	1.202000
4856510	48565	140	10	0.614000
4856511	48565	653	11	0.896000
4856512	48565	651	12	0.865000
4856513	48565	1150	13	0.353000
4856514	48565	1152	14	0.552000
4856515	48565	1154	15	0.639000
4856516	48565	554	16	0.294000
4856517	48565	330	17	0.332000
4856518	48565	331	18	0.334000
4856519	48565	1236	19	0.444000
4856520	48565	1238	20	0.563000
4856521	48565	1240	21	0.417000
4856522	48565	1242	22	1.649000
4856523	48565	1317	23	0.505000
4856524	48565	1372	24	0.673000
4856525	48565	421	25	0.689000
4856526	48565	343	26	0.597000
4856527	48565	344	27	0.608000
4856528	48565	345	28	0.667000
4856529	48565	346	29	0.680000
4856530	48565	779	30	0.313000
4856531	48565	781	31	0.558000
4856532	48565	783	32	0.320000
4856533	48565	1346	33	0.393000
4856534	48565	1361	34	0.736000
4856535	48565	1362	35	0.358000
4856536	48565	617	36	0.000000
4856601	48566	617	1	0.844000
4856602	48566	1360	2	0.356000
4856603	48566	1232	3	0.385000
4856604	48566	784	4	0.470000
4856605	48566	782	5	0.293000
4856606	48566	780	6	0.620000
4856607	48566	777	7	0.664000
4856608	48566	351	8	0.398000
4856609	48566	1400	9	0.277000
4856610	48566	352	10	0.809000
4856611	48566	423	11	0.472000
4856612	48566	435	12	0.240000
4856613	48566	1313	13	0.504000
4856614	48566	1373	14	0.504000
4856615	48566	1316	15	1.658000
4856616	48566	1243	16	0.435000
4856617	48566	1241	17	0.487000
4856618	48566	1239	18	0.383000
4856619	48566	1237	19	0.348000
4856620	48566	1235	20	0.347000
4856621	48566	365	21	0.471000
4856622	48566	555	22	0.553000
4856623	48566	1155	23	0.542000
4856624	48566	1153	24	0.340000
4856625	48566	1151	25	0.898000
4856626	48566	650	26	0.698000
4856627	48566	652	27	0.838000
4856628	48566	1371	28	1.094000
4856629	48566	93	29	0.825000
4856630	48566	454	30	0.643000
4856631	48566	455	31	0.779000
4856632	48566	456	32	0.231000
4856633	48566	457	33	0.351000
4856634	48566	459	34	0.231000
4856635	48566	461	35	0.419000
4856636	48566	463	36	0.526000
4856637	48566	470	37	0.123000
4856638	48566	466	38	0.000000
4896501	48965	615	1	0.153000
4896502	48965	887	2	0.605000
4896503	48965	233	3	6.609000
4896504	48965	236	4	4.675000
4896505	48965	604	5	3.159000
4896506	48965	888	6	9.818000
4896507	48965	968	7	8.075000
4896508	48965	987	8	0.726000
4896509	48965	989	9	1.004000
4896510	48965	990	10	1.239000
4896511	48965	991	11	2.250000
4896512	48965	992	12	0.000000
4896601	48966	992	1	2.251000
4896602	48966	996	2	1.238000
4896603	48966	995	3	1.003000
4896604	48966	994	4	0.727000
4896605	48966	993	5	8.181000
4896606	48966	969	6	9.810000
4896607	48966	888	7	3.190000
4896608	48966	605	8	4.561000
4896609	48966	264	9	6.484000
4896610	48966	267	10	0.776000
4896611	48966	615	11	0.000000
4916501	49165	38	1	13.578000
4916502	49165	592	2	21.268000
4916503	49165	1136	3	1.491000
4916504	49165	1138	4	0.000000
4916601	49166	1138	1	1.492000
4916602	49166	1137	2	21.472000
4916603	49166	979	3	13.306000
4916604	49166	42	4	0.330000
4916605	49166	38	5	0.000000
5096501	50965	1394	1	9.819000
5096502	50965	600	2	2.850000
5096503	50965	606	3	0.000000
5096601	50966	606	1	2.974000
5096602	50966	601	2	9.396000
5096603	50966	1394	3	0.000000
5106501	51065	887	1	17.719999
5106502	51065	1475	2	0.000000
5106601	51066	1475	1	17.690001
5106602	51066	887	2	0.000000
5116501	51165	606	1	2.974000
5116502	51165	601	2	11.734000
5116503	51165	1475	3	0.000000
5116601	51166	1475	1	11.671000
5116602	51166	600	2	2.850000
5116603	51166	606	3	0.000000
5116701	51167	1394	1	9.819000
5116702	51167	600	2	2.850000
5116703	51167	606	3	0.000000
5116801	51168	606	1	2.974000
5116802	51168	601	2	9.396000
5116803	51168	1394	3	0.000000
5116901	51169	887	1	17.768999
5116902	51169	1475	2	0.000000
5117001	51170	1475	1	17.690001
5117002	51170	887	2	0.000000
5117101	51171	606	1	2.974000
5117102	51171	601	2	9.396000
5117103	51171	1394	3	0.000000
5117201	51172	1394	1	9.819000
5117202	51172	600	2	2.850000
5117203	51172	606	3	0.000000
5156501	51565	615	1	0.104000
5156502	51565	232	2	7.263000
5156503	51565	236	3	2.278000
5156504	51565	1003	4	5.048000
5156505	51565	1131	5	2.245000
5156506	51565	1133	6	1.654000
5156507	51565	1130	7	3.893000
5156508	51565	1129	8	0.000000
5156601	51566	1129	1	3.929000
5156602	51566	1128	2	1.703000
5156603	51566	1134	3	2.229000
5156604	51566	1132	4	5.025000
5156605	51566	1004	5	2.320000
5156606	51566	264	6	7.260000
5156607	51566	615	7	0.000000
5166501	51665	615	1	0.153000
5166502	51665	887	2	7.214000
5166503	51665	236	3	2.278000
5166504	51665	1003	4	9.546000
5166505	51665	1005	5	4.494000
5166506	51665	998	6	0.000000
5166601	51666	998	1	1.111000
5166602	51666	999	2	0.230000
5166603	51666	1000	3	0.576000
5166604	51666	1001	4	0.389000
5166605	51666	1002	5	4.432000
5166606	51666	1006	6	9.350000
5166607	51666	1004	7	2.320000
5166608	51666	264	8	7.260000
5166609	51666	615	9	0.000000
5346501	53465	616	1	9.044000
5346502	53465	592	2	5.229000
5346503	53465	1475	3	0.000000
5346601	53466	1475	1	5.272000
5346602	53466	979	2	8.887000
5346603	53466	616	3	0.000000
5376501	53765	516	1	0.281000
5376502	53765	515	2	0.216000
5376503	53765	513	3	0.348000
5376504	53765	511	4	0.843000
5376505	53765	507	5	0.180000
5376506	53765	505	6	0.759000
5376507	53765	485	7	0.829000
5376508	53765	438	8	0.499000
5376509	53765	440	9	0.463000
5376510	53765	442	10	0.654000
5376511	53765	483	11	0.559000
5376512	53765	481	12	0.524000
5376513	53765	479	13	0.605000
5376514	53765	228	14	0.565000
5376515	53765	229	15	0.574000
5376516	53765	769	16	0.959000
5376517	53765	362	17	0.278000
5376518	53765	363	18	0.493000
5376519	53765	364	19	0.000000
5376601	53766	364	1	0.305000
5376602	53766	365	2	0.601000
5376603	53766	268	3	0.205000
5376604	53766	269	4	0.954000
5376605	53766	270	5	0.416000
5376606	53766	271	6	0.505000
5376607	53766	272	7	0.327000
5376608	53766	478	8	0.605000
5376609	53766	480	9	0.582000
5376610	53766	482	10	0.806000
5376611	53766	443	11	0.502000
5376612	53766	441	12	0.394000
5376613	53766	439	13	0.458000
5376614	53766	469	14	0.572000
5376615	53766	484	15	0.567000
5376616	53766	501	16	0.332000
5376617	53766	506	17	0.784000
5376618	53766	510	18	0.351000
5376619	53766	512	19	0.219000
5376620	53766	514	20	0.292000
5376621	53766	516	21	0.000000
5426501	54265	616	1	0.722000
5426502	54265	618	2	1.165000
5426503	54265	620	3	0.246000
5426504	54265	622	4	0.683000
5426505	54265	1107	5	1.136000
5426506	54265	1109	6	0.593000
5426507	54265	302	7	0.387000
5426508	54265	303	8	0.543000
5426509	54265	304	9	0.745000
5426510	54265	305	10	0.265000
5426511	54265	705	11	0.569000
5426512	54265	306	12	1.460000
5426513	54265	1882	13	0.675000
5426514	54265	1698	14	0.846000
5426515	54265	1700	15	0.362000
5426516	54265	1701	16	0.000000
5426601	54266	1701	1	1.009000
5426602	54266	1881	2	0.520000
5426603	54266	1883	3	1.455000
5426604	54266	308	4	0.467000
5426605	54266	706	5	0.380000
5426606	54266	309	6	0.665000
5426607	54266	310	7	0.658000
5426608	54266	311	8	0.377000
5426609	54266	312	9	0.584000
5426610	54266	1110	10	1.122000
5426611	54266	1108	11	0.579000
5426612	54266	623	12	0.347000
5426613	54266	621	13	1.077000
5426614	54266	637	14	0.801000
5426615	54266	616	15	0.000000
5476501	54765	1886	1	0.428000
5476502	54765	693	2	0.219000
5476503	54765	1807	3	0.366000
5476504	54765	692	4	0.325000
5476505	54765	691	5	0.694000
5476506	54765	688	6	0.839000
5476507	54765	149	7	0.436000
5476508	54765	150	8	0.495000
5476509	54765	491	9	0.583000
5476510	54765	493	10	0.777000
5476511	54765	189	11	0.421000
5476512	54765	187	12	0.316000
5476513	54765	185	13	0.469000
5476514	54765	559	14	0.353000
5476515	54765	183	15	0.423000
5476516	54765	595	16	0.640000
5476517	54765	440	17	0.463000
5476518	54765	442	18	0.589000
5476519	54765	1144	19	0.633000
5476520	54765	1775	20	0.661000
5476521	54765	1776	21	0.410000
5476522	54765	1781	22	0.272000
5476523	54765	1778	23	0.358000
5476524	54765	229	24	0.574000
5476525	54765	769	25	0.595000
5476526	54765	771	26	0.339000
5476527	54765	416	27	0.602000
5476528	54765	417	28	0.721000
5476529	54765	419	29	0.963000
5476530	54765	1071	30	0.358000
5476531	54765	1073	31	0.499000
5476532	54765	1075	32	0.570000
5476533	54765	548	33	0.613000
5476534	54765	550	34	0.408000
5476535	54765	553	35	0.092000
5476536	54765	40	36	0.000000
5476601	54766	40	1	0.588000
5476602	54766	1991	2	0.390000
5476603	54766	549	3	0.562000
5476604	54766	1076	4	0.385000
5476605	54766	1358	5	0.552000
5476606	54766	1072	6	0.873000
5476607	54766	420	7	0.745000
5476608	54766	418	8	0.592000
5476609	54766	436	9	0.408000
5476610	54766	737	10	0.778000
5476611	54766	270	11	0.706000
5476612	54766	1779	12	0.237000
5476613	54766	1782	13	0.442000
5476614	54766	1777	14	0.708000
5476615	54766	1147	15	0.506000
5476616	54766	1145	16	0.637000
5476617	54766	443	17	0.502000
5476618	54766	441	18	0.645000
5476619	54766	596	19	0.472000
5476620	54766	182	20	0.557000
5476621	54766	184	21	0.314000
5476622	54766	186	22	0.572000
5476623	54766	188	23	0.805000
5476624	54766	494	24	0.531000
5476625	54766	492	25	0.636000
5476626	54766	151	26	0.462000
5476627	54766	175	27	0.358000
5476628	54766	685	28	0.528000
5476629	54766	687	29	0.556000
5476630	54766	689	30	0.326000
5476631	54766	1886	31	0.000000
5546501	55465	1884	1	0.416000
5546502	55465	1888	2	0.826000
5546503	55465	1890	3	0.614000
5546504	55465	2	4	0.814000
5546505	55465	1988	5	0.523000
5546506	55465	3	6	0.823000
5546507	55465	4	7	0.851000
5546508	55465	5	8	1.396000
5546509	55465	6	9	0.903000
5546510	55465	7	10	0.516000
5546511	55465	8	11	0.830000
5546512	55465	9	12	4.992000
5546513	55465	787	13	1.447000
5546514	55465	789	14	0.474000
5546515	55465	791	15	1.395000
5546516	55465	793	16	0.779000
5546517	55465	795	17	0.734000
5546518	55465	797	18	0.430000
5546519	55465	799	19	0.216000
5546520	55465	801	20	0.496000
5546521	55465	803	21	0.450000
5546522	55465	805	22	0.441000
5546523	55465	807	23	0.711000
5546524	55465	809	24	0.620000
5546525	55465	811	25	0.576000
5546526	55465	813	26	0.850000
5546527	55465	815	27	0.773000
5546528	55465	817	28	0.472000
5546529	55465	820	29	0.824000
5546530	55465	822	30	0.494000
5546531	55465	824	31	0.777000
5546532	55465	338	32	0.713000
5546533	55465	411	33	0.598000
5546534	55465	1844	34	0.370000
5546535	55465	1836	35	0.458000
5546536	55465	343	36	0.598000
5546537	55465	344	37	0.608000
5546538	55465	345	38	1.305000
5546539	55465	38	39	0.658000
5546540	55465	553	40	0.039000
5546541	55465	552	41	0.000000
5546601	55466	552	1	0.241000
5546602	55466	143	2	0.175000
5546603	55466	557	3	0.335000
5546604	55466	42	4	1.472000
5546605	55466	351	5	0.398000
5546606	55466	1400	6	0.277000
5546607	55466	352	7	0.902000
5546608	55466	1834	8	0.328000
